directedBy,Max_Rating,Min_Rating,Avg_Rating,,
Kevin Connor,5,0,2.435508,,
Kevin Costner,3.74055,2.87391,3.3003925,,
Kevin Davies,0,0,0,,
Kevin Derek,3.25,3.25,3.25,,
Kevin Dunn,3.575,2.625,3.104286,,
Kevin Farley,0,0,0,,
Kevin Flynn,4.16667,4.16667,4.16667,,
Kevin Forrest,3.1,3.1,3.1,,
Kevin Gendreau,1.875,1.875,1.875,,
Kevin Hamedani,5,2.29412,3.64706,,
Kevin Hicks,0,0,0,,
Kevin Hooks,4,0,2.800636667,,
Kevin Hudson,3.66667,3.66667,3.66667,,
Kevin James Dobson,2.95274,2.95274,2.95274,,
Kevin Jerome Everson,1.5,1.5,1.5,,
Kevin Johnson,2.625,2.625,2.625,,
Kevin Jordan,3.16667,3.16667,3.16667,,
Kevin Kaufman,0,0,0,,
Kevin Keating,0,0,0,,
Kevin Lynn,0,0,0,,
Kevin Macdonald,4.5,0,3.380573125,,
Kevin Macdonald and  Natalia Andreadis and ,3.74138,3.74138,3.74138,,
Kevin McDonagh,2.71429,2.71429,2.71429,,
Kevin McManus,3,3,3,,
Kevin McMullin,2.97059,2.97059,2.97059,,
Kevin Meyer,0,0,0,,
Kevin Miller,2.96429,2.96429,2.96429,,
Kevin Nations,0,0,0,,
Kevin R. Adams,2.94815,2.94815,2.94815,,
Kevin R. Phipps,0,0,0,,
Kevin Rafferty,3.32812,0,1.66406,,
Kevin Reynolds,3.79183,3.04784,3.364493333,,
Kevin Rodney Sullivan,3.25,0,2.330468,,
Kevin Romeo,0,0,0,,
Kevin Rubio,3.475,3.475,3.475,,
Kevin S. Bright,0,0,0,,
Kevin Schreck,0,0,0,,
Kevin Stocklin,5,5,5,,
Kevin Sullivan,4.25,2.5,3.660705,,
Kevin Tancharoen,3.10714,2.73684,2.903216667,,
Kevin Tenney,3.3,0,2.190853,,
Kevin Tostado,3.05556,3.05556,3.05556,,
Kevin Tran,0,0,0,,
Kevin Undergaro,0,0,0,,
Kevin Willmott,3.08824,0.666667,1.8774535,,
Khaled Abdulwahed,3.5,3.5,3.5,,
Khaled El Hagar,0,0,0,,
Khaled Marei,3.5,3.5,3.5,,
Khalid Rahman,3.83333,3.83333,3.83333,,
Khalik Allah,4.125,2.08333,3.104165,,
Khan Lee,3.5,3.5,3.5,,
Kheiron,3.46429,2.58333,3.094303333,,
Khoa Lê,3.09259,3.09259,3.09259,,
Khu,1,1,1,,
Khushboo Ranka,2.16667,2.16667,2.16667,,
Khwaja Sarfraz,3,3,3,,
Ki-duk Kim,1.97059,1.97059,1.97059,,
Kibwe Tavares,3.5,3,3.25,,
Kidlat Tahimik,3.3,3,3.15,,
Kief Davidson,3.81818,0,2.5759725,,
Kieran Darcy-Smith,3.15217,2.77966,2.965915,,
Kieran Mulcare,2.25,2.25,2.25,,
Kieran Parker,3.05556,3.05556,3.05556,,
Kiki Sugino,3.5,3.5,3.5,,
Kiko Goifman,2.83333,2.83333,2.83333,,
Kilian Manning,2,2,2,,
Kilian Riedhof,3.5,2.75,3.125,,
Kim A. Snyder,3.26667,3.26667,3.26667,,
Kim Bass,3.83333,0,2.077776667,,
Kim Bong-han,3.95,0,1.975,,
Kim Bong-joo,2.96429,2.96429,2.96429,,
Kim Chapiron,3.54598,2.80435,3.214,,
Kim Dae-hwan,0,0,0,,
Kim Dae-seung,3.5,3.5,3.5,,
Kim Dae-woo,3.62766,0,1.81383,,
Kim Dae-woong,2.83333,2.83333,2.83333,,
Kim Deok-soo,2.8,2.8,2.8,,
Kim Do-young,3.5,3.5,3.5,,
Kim Dong-bin,2.5,2.5,2.5,,
Kim Druzhinin,3.3,0,1.65,,
Kim Du-yeong,3,3,3,,
Kim Eun-tae,2.83333,2.83333,2.83333,,
Kim Evans and  Lana Jokel,0,0,0,,
Kim Farrant,3.11224,2.93182,3.02203,,
Kim Gok,2.98571,2.98571,2.98571,,
Kim Hak-Soon,3.5,3.5,3.5,,
Kim Han-gyeol,5,5,5,,
Kim Henkel,1.78083,1.78083,1.78083,,
Kim Hyeon-jeong,2.75,2.75,2.75,,
Kim Hyeon-seok,3.5,2.30435,2.902175,,
Kim Hyung-joo,3,3,3,,
Kim Jae-Young,0,0,0,,
Kim Jee-woon,3.5,2.79412,3.187326667,,
Kim Jeong-kwon,3.125,2,2.5625,,
Kim Jin-won,3,3,3,,
Kim Jong-hyun,4.5,4.5,4.5,,
Kim Joo-ho,2.83333,2.83333,2.83333,,
Kim Jorgensen,0,0,0,,
Kim Ki-Duk,4.00288,3.02941,3.510492353,,
Kim Kil-In,3.16667,3.16667,3.16667,,
Kim Kwang-bok,4.5,4.5,4.5,,
Kim Longinotto,3.7,0,2.57291625,,
Kim Longinotto and  Ziba Mir-Hosseini,3.73077,3.73077,3.73077,,
Kim Mordaunt,3.47143,3.47143,3.47143,,
Kim Nguyen,4.5,2.8,3.355862,,
Kim Raver,0,0,0,,
Kim Rocco Shields,2.5,2.5,2.5,,
Kim Rossi Stuart,3.61111,3.61111,3.61111,,
Kim Sang-Jin,4.16667,3.25,3.708335,,
Kim Sang-Man,3.81667,3.81667,3.81667,,
Kim Seong hoon,3.75197,3.75197,3.75197,,
Kim Seong-hoon,3.51538,3.29545,3.405415,,
Kim Seong-je,0,0,0,,
Kim Seong-jung,0,0,0,,
Kim Seung-woo,3.5,3.5,3.5,,
Kim Sok-yun,0,0,0,,
Kim Sol,0,0,0,,
Kim Soo-hyun,0,0,0,,
Kim Suk-Yoon,3,1.75,2.375,,
Kim Sung-su,2.84483,2.84483,2.84483,,
Kim Tae-gyoon,3.22222,3.22222,3.22222,,
Kim Yong-Han,3.16667,3.16667,3.16667,,
Kim Yong-Hwa,3.16667,3.16667,3.16667,,
Kim Yong-Kyoon,3.20968,3.20968,3.20968,,
Kim Yong-hoon,3.21429,3.21429,3.21429,,
Kim Yong-hwa,3.64286,3.47945,3.561155,,
Kim Yoo-jin,3.43182,3.43182,3.43182,,
Kim Yoo-sung,0,0,0,,
Kim Yoon-seok,3.5,3.5,3.5,,
Kim Young-jun,3.41667,3.30769,3.36218,,
Kim suk-jung,0,0,0,,
Kimani Ray Smith,1.75,1.75,1.75,,
Kimberley Roper,3.5,3.5,3.5,,
Kimberly Peirce,3.7759,2.81121,3.25772,,
Kimberly Reed,3.64706,3.16667,3.406865,,
Kimberly Seilhamer,0.5,0.5,0.5,,
Kimble Rendall,2.60526,1.97368,2.329343333,,
Kimi Takesue,0,0,0,,
Kimiyoshi Yasuda,3.69318,0,2.388131111,,
Kimmo Kuusniemi,0,0,0,,
Kimo Stamboel,2.97143,2.97143,2.97143,,
King Vidor,4,0,2.957264516,,
Kinji Yoshimoto,3.21429,3,3.107145,,
Kinka Usher,3.03878,3.03878,3.03878,,
Kip Andersen,3.26471,3.26471,3.26471,,
Kip Anderson and  Keegan Kuhn,3.81681,3.81681,3.81681,,
Kiran Merchant,0,0,0,,
Kiran Rao,3.34211,3.34211,3.34211,,
Kiran Yadnyopavit,3.5,3.5,3.5,,
Kirati Nakintanon,3,3,3,,
Kirby Dick,4.5,0,2.911315455,,
Kirby Dick and  Amy Ziering Kofman,3.43011,3.43011,3.43011,,
Kirill Belevich,3.125,3.125,3.125,,
Kirill Kozlov,1.72222,1.72222,1.72222,,
Kirill Kuzin,1.41667,1.33333,1.375,,
Kirill Sokolov,3.4,3.4,3.4,,
Kirill Vasilyev,3.3,3.3,3.3,,
Kirk Browning,3.5,0,1.166666667,,
Kirk Caouette,2,2,2,,
Kirk D'Amico,3.5,3.5,3.5,,
Kirk De Micco,2.08333,2.08333,2.08333,,
Kirk De Micco and  Chris Sanders,3.35918,3.35918,3.35918,,
Kirk Jones,3.875,2.84351,3.370791667,,
Kirk Marcolina,0,0,0,,
Kirk Thatcher,3.08,3.08,3.08,,
Kirsten Sheridan,3.57147,2.33333,3.04519,,
Kirsten Smith,0,0,0,,
Kitty Green,3.12963,2.82,2.9874075,,
Kiur Aarma,4,4,4,,
Kiyoshi Kurosawa,4,0.75,2.997438333,,
Kiyoshi Sasabe,2.5,0,0.833333333,,
Kiyozumi Norifumi,3.5,3.5,3.5,,
Kjell Grede,3.02,2.16667,2.61778,,
Kjersti Steinsbø,2.625,2.625,2.625,,
Klaartje Quirijns,2.75,2.75,2.75,,
Klaudi Fröhlich,0,0,0,,
Klaudia Reynicke,3.25,3.25,3.25,,
Klaus Händl,3.28571,3.28571,3.28571,,
Klaus Maeck,3.5,3.5,3.5,,
Klaus Maria Brandauer,3.66667,3.66667,3.66667,,
Klim Poplavskiy,2.5,2.5,2.5,,
Klim Shipenko,3.59756,2.9375,3.164154,,
Knate Lee,3.27273,3.27273,3.27273,,
Knud Leif Thomsen,0,0,0,,
Knut W. Jorfald,3.5,3.5,3.5,,
Kodi Rama Krishna,2.83333,2.83333,2.83333,,
Kohei Inoue,0,0,0,,
Kohl Glass,3,2.5,2.75,,
Koichi Ishiguro,3.25,3.25,3.25,,
Koichi Ohata,2.16667,2,2.083335,,
Koichiro Miki,1.75,1.75,1.75,,
Koji Fukada,4,3.5,3.75,,
Koji Hashimoto,3.4,2.66728,3.03364,,
Koji Yamamura,3.52083,2.9375,3.205806667,,
Koki Shigeno,3.16667,3.16667,3.16667,,
Koldo Serra,2.93478,2.5,2.76715,,
Kolton Lee,3,3,3,,
Komgrit Triwimol,3.5,3.5,3.5,,
Komkris Triwimol,3.77778,3.77778,3.77778,,
Kompin Kemgumnird,0.5,0.5,0.5,,
Kon Ichikawa,4.25,0,3.078520769,,
Kongdej Jaturanrasamee,3.5,3.5,3.5,,
Kongdej Jaturanrasmee,3.5,3.5,3.5,,
Kongkiat Khomsiri,4,3,3.541666667,,
Konrad Niewolski,3.73077,2.5,2.965813333,,
Konstantin Bronzit,3.75,2.1,3.32874,,
Konstantin Buslov,3.16667,3,3.083335,,
Konstantin Ershov,3.5,3,3.25,,
Konstantin Khabenskiy,2.85185,2.85185,2.85185,,
Konstantin Khudyakov,2.5,2.5,2.5,,
Konstantin Lopushanskiy,3.54762,2.3,2.901932,,
Konstantin Lopushansky,3.50962,3.50962,3.50962,,
Konstantin Maksimov,2.14286,2.14286,2.14286,,
Konstantin Murzenko,3,3,3,,
Konstantin Voynov,3.33333,3.33333,3.33333,,
Konstantina Kotzamani,3,3,3,,
Koreyoshi Akasaka and  Teruo Ishii and  Akira Mitsuwa,2.8,2.75,2.775,,
Kornél Mundruczó,3.37805,2.125,2.821738571,,
Kostas Ouzas,2.6,2.6,2.6,,
Kote Miqaberidze,2.375,2.375,2.375,,
Kou Matsuo,4.5,4.5,4.5,,
Kouji Morimoto,1.875,1.875,1.875,,
Kranthi Madhav,2.3,2.3,2.3,,
Kranti Kanade,0,0,0,,
Kresten Vestbjerg Andersen,3.15294,3.15294,3.15294,,
Kris Isacsson,3.5,0,2.06238,,
Kris Pearn,2.84667,2.84667,2.84667,,
Kris Rey,2.7125,2.7125,2.7125,,
Kris Swanberg,2.84444,2.84444,2.84444,,
Krish,3.1875,3.1875,3.1875,,
Krishna D.K.,4.5,3.0625,3.618056667,,
Krishna Marimuthu,2,2,2,,
Krishna Rao,2.51351,2.51351,2.51351,,
Krishna Shah,1.5,0,0.5,,
Kriss Landin,3.06604,3.06604,3.06604,,
Kristen Lester,3.48077,3.48077,3.48077,,
Kristen Stewart,3.33333,3.33333,3.33333,,
Kristian A. Söderström,3.25,3.25,3.25,,
Kristian Fraga,3.66667,3.66667,3.66667,,
Kristian Manchester and  Peter Svatek,3.625,3.625,3.625,,
Kristian Mercado Figueroa,1.91667,1.91667,1.91667,,
Kristian Petri,4.5,3,3.75,,
Kristian Pithie,3.6,3.6,3.6,,
Kristina Goolsby and  Ashley York,3.42857,3.42857,3.42857,,
Kristina Grozeva,3.76923,3.76923,3.76923,,
Kristina Lindström and  Maud Nycander,3.5,3.5,3.5,,
Kristina Lloyd,0,0,0,,
Kristine Peterson,3,1.75,2.303105,,
Kristine Samuelson,3.1,3.1,3.1,,
Kristopher Hardy,1,1,1,,
Kristín Björk Kristjánsdóttir,3.25,3.25,3.25,,
Kristín Jóhannesdóttir,3.5,3.5,3.5,,
Krisztina Goda,3.56667,3.15789,3.36228,,
Kriv Stenders,4.5,0,2.947825714,,
Krsto Papic,3.5,2,2.75,,
Krzysztof Gradowski,3.25,2.78571,3.017855,,
Krzysztof Krauze,3.84615,3.54167,3.69391,,
Krzysztof Zanussi,3.89286,1.5,3.043277059,,
Krzysztof Łukaszewicz,3.16667,3.16667,3.16667,,
Kuba Czekaj,2.5,2.4,2.45,,
Kudret Sabancı,0,0,0,,
Kumar Nagendra,3,3,3,,
Kunal Deshmukh,3.83333,1.57143,2.843253333,,
Kunihiko Ikuhara,3.84,3.53061,3.685305,,
Kunio Watanabe,4,4,4,,
Kunle Afolayan,4,0,3.055555,,
Kuno Becker,3.5,0,1.75,,
Kuo-Ren Wu,0,0,0,,
Kurando Mitsutake,2.52381,0,1.261905,,
Kurt Anderson,4,2,2.833333333,,
Kurt Ela,3.16667,3.16667,3.16667,,
Kurt Hale,3.6,2.5,3.175,,
Kurt Knight,2.41667,2.41667,2.41667,,
Kurt Maetzig,3.83333,0,2.678818333,,
Kurt Martin,3.5,3.5,3.5,,
Kurt Mattila,3,3,3,,
Kurt Miller,3.54839,3.54839,3.54839,,
Kurt Wilhelm,0,0,0,,
Kurtis David Harder,3.23529,2.25,2.742645,,
Kwabena Gyansah,2.75,2.75,2.75,,
Kwak Jae-Young,3.16667,3.16667,3.16667,,
Kwak Jae-yong,3.38889,0,1.796296667,,
Kwak Jae-young,3.76877,3.76877,3.76877,,
Kwak Kyung-taek,3.5,1.1,2.613888333,,
Kwok Ting-Hung,3,3,3,,
Kwon Chil-in,5,3.25,4.125,,
Kwon Hyung-jin,3,3,3,,
Kwon-tae Ahn,3.45,3.45,3.45,,
Kwon-taek Im,3.21818,2.75,3.060013333,,
Kyle Ambrose,3.7,0,1.85,,
Kyle Dean Jackson,3.75,3.75,3.75,,
Kyle Kuchta,0,0,0,,
Kyle Lawrence,2.83333,2.83333,2.83333,,
Kyle Moore,4,4,4,,
Kyle Newman,3.20194,2.20833,2.76794,,
Kyle Rankin,3.3,0,2.278125,,
Kyle Rankin,3.10897,3.10897,3.10897,,
Kyle Schickner,2.75,1.5,2.125,,
Kyle Smith,0,0,0,,
Kyle Thomas,3,3,3,,
Kyle Wilamowski,2.91667,2.91667,2.91667,,
Kyohei Fujimura,4.5,4.5,4.5,,
Kyoko Miyake,3.375,3.375,3.375,,
Kyoung-mi Lee,3,3,3,,
Kyra Sedgwick,4,4,4,,
Kyun-dong Yeo,4.5,4.5,4.5,,
Kyung Ho Lee,3.09091,3.09091,3.09091,,
Kyung-Taek Kwak,3.24074,3.24074,3.24074,,
Károly Ujj Mészáros,3.91549,3.91549,3.91549,,
Kátia Lund and  João Moreira Salles,3.61111,3.61111,3.61111,,
Kô Nakahira,3.04762,0,1.52381,,
Kôhei Oguri,4.5,3,3.907142,,
Kôichi Chigira,3.25,3.25,3.25,,
Kôichi Imaizumi,1,1,1,,
Kôji Hagiuda,3,0,1,,
Kôji Masunari and  Masaaki Yuasa,3.34783,3.34783,3.34783,,
Kôji Morimoto,4.02632,3.33333,3.747156667,,
Kôtarô Terauchi,2.625,2,2.375,,
Kôtarô Yoshida,2,2,2,,
Kôyû Ohara,3.5,0,1.75,,
Kôzô Kusuba,4.5,4.5,4.5,,
Kō Nakahira,0,0,0,,
Kōbun Shizuno,3.66667,2.21429,2.951635714,,
Kōichi Mashimo,2.75,2.75,2.75,,
Kōji Shintoku,4,2.625,3.3125,,
Kōji Wakamatsu,3.5,0,2.291666667,,
Kōzō Morishita,2.71429,2.71429,2.71429,,
L. Frazier,0,0,0,,
L. Scott Castillo Jr.,0.75,0.75,0.75,,
L.A. Puopolo,2.43182,2.43182,2.43182,,
LaRon Austin,0,0,0,,
Lacey Schwartz,3.03125,3.03125,3.03125,,
Ladd Ehlinger Jr.,2.53846,2.53846,2.53846,,
Ladislao Vajda,3.73077,0,2.342628333,,
Ladislaus Kiraly,0,0,0,,
Ladislav Smoljak,4.66667,3.375,4.296053158,,
Lagniappe,0,0,0,,
Lai Kai-Keung,0,0,0,,
Lai Miu-Suet,0,0,0,,
Laila Pakalnina,4,3,3.583333333,,
Lake Bell,3.36816,2.07143,2.719795,,
Lakis Papastathis,3.5,3,3.25,,
Lakisha R. Lemons,5,5,5,,
Lakshman,3.5,3.5,3.5,,
Lal Jose,5,2.83333,3.777776667,,
Lam Man-Cheung,3,0,1.166666667,,
Lam Nai-Choi,3.375,0,1.6875,,
Lamar Card,1.5,0,0.75,,
Lamont Johnson,4,0,2.256084,,
Lana Read,3.75,3.75,3.75,,
Lana Wachowski,3.5,3.5,3.5,,
Lance Daly,3.47917,0,2.5202,,
Lance Doty,1.75,1.75,1.75,,
Lance Drake,0,0,0,,
Lance Edmands,3,3,3,,
Lance Frank,5,5,5,,
Lance Kawas,5,2,3.1,,
Lance Mungia,3.37809,1.94048,2.659285,,
Lance Nolley,3.4,2.75,2.975926667,,
Lance Oppenheim,2,2,2,,
Lance Rivera,3.03012,2.2439,2.758006667,,
Lance Tracy,3.75,3.75,3.75,,
Lance W. Dreesen,2.72222,0,1.518516667,,
Lance Weiler,4.5,4.5,4.5,,
Lance Young,3.17785,3.17785,3.17785,,
Landon Dyksterhouse,0,0,0,,
Landon Van Soest,5,5,5,,
Landon Williams,0.75,0.75,0.75,,
Lane Shefter Bishop,1.83333,1.5,1.61111,,
Lang Elliott,3.19186,1.83333,2.512595,,
Lansing C. Holden and  Irving Pichel,2.88889,2.88889,2.88889,,
Larisa Shepitko and  Andrey Smirnov,3.08333,3.08333,3.08333,,
Larry A. McLean,0,0,0,,
Larry Bishop,2.79365,2.67883,2.73624,,
Larry Blamire,3.76667,2.77778,3.33969,,
Larry Buchanan,2.5,0,1.196758889,,
Larry Clark,4,2.5,3.25244625,,
Larry Clarke,0,0,0,,
Larry Ferguson,3.17647,3.17647,3.17647,,
Larry Fessenden,4.5,2.27273,2.916025,,
Larry G. Brown,2.5,2.5,2.5,,
Larry G. Spangler,2.5,0,0.833333333,,
Larry Golin,0,0,0,,
Larry Gross,3.33333,3.33333,3.33333,,
Larry Hagman,1.83333,1.83333,1.83333,,
Larry Jackson,1.5,1.5,1.5,,
Larry Latham,3.17241,3.15698,3.164695,,
Larry Leahy,2.75,2.75,2.75,,
Larry Leichliter,3.66667,3.3125,3.489585,,
Larry Leker and  Paul Sabella,2.75743,2.75743,2.75743,,
Larry McLean,0,0,0,,
Larry Parr,3,2,2.5,,
Larry Peerce,4,0,2.378957368,,
Larry Savadove,3.5,3.5,3.5,,
Larry Semon,3.43605,3.43605,3.43605,,
Larry Wade Carrell,2.25,2.25,2.25,,
Larry Williams,2.5,2.5,2.5,,
Larry Yang,5,2,3.5,,
Larry Yust,3.25,3,3.13889,,
Lars Becker,3.5,0,1.166666667,,
Lars Damoiseaux,2.35714,2.35714,2.35714,,
Lars Henning Jung,3.5,3.5,3.5,,
Lars Jessen,4.07143,4.07143,4.07143,,
Lars Klevberg,2.63295,2.47778,2.555365,,
Lars Kokemüller,1.75,1.75,1.75,,
Lars Lennart Forsberg,4.25,3.25,3.583333333,,
Lars Molin,3.2,2.5,2.85,,
Lars Montag,4.16667,4.16667,4.16667,,
Lars von Trier,3.85622,1.625,3.374392632,,
Larysa Kondracki,3.40996,3.40996,3.40996,,
Lasse Spang Olsen,3.75,3.47727,3.637456667,,
Lasse Åberg,3,1.675,2.510743333,,
Lasse Åberg and  Peter Hald,3.17241,3.17241,3.17241,,
Lau Bing-Gei,3,3,3,,
Lau Ga-Yung,2.5,2.5,2.5,,
Lau Shing-Hon,0,0,0,,
Lau Shut-Yue,2.25,2.25,2.25,,
Lau Sze-Yu,2.8,2.8,2.8,,
Lauand Omar,0,0,0,,
Laura Alvea,2.75,2.75,2.75,,
Laura Amelia Guzmán,4.125,4.125,4.125,,
Laura Archibald,3.0625,3.0625,3.0625,,
Laura Bispuri,3.33333,3,3.166665,,
Laura Casabé,2.75,2.75,2.75,,
Laura Cazador,0,0,0,,
Laura Chiossone,0,0,0,,
Laura Citarella,2.83333,2.83333,2.83333,,
Laura Dern and  Bryce Dallas Howard and  Bonnie Hunt and  Ashley Judd and  Sharon Maguire,3.42105,3.42105,3.42105,,
Laura Fairrie,2,2,2,,
Laura Gabbert,3.59524,3.5,3.54762,,
Laura Holliday,0,0,0,,
Laura Lee Bahr,0,0,0,,
Laura Mañá,5,2.91667,3.5512825,,
Laura Moss,3,3,3,,
Laura Mulvey,2,2,2,,
Laura Neri,4,4,4,,
Laura Newman,0,0,0,,
Laura Nix,3.57692,3,3.358973333,,
Laura Reilly,1.75,1.75,1.75,,
Laura Steinel,3.34783,3.34783,3.34783,,
Laure Charpentier,0,0,0,,
Laure de Clermont-Tonnerre,3.27174,3.27174,3.27174,,
Lauren Himmel,2,2,2,,
Lauren Jacobs,4,4,4,,
Lauren Lazin,4,0,2.14311,,
Lauren MacMullan,3.19091,3.19091,3.19091,,
Lauren Montogomery,3.41772,3.41772,3.41772,,
Laurence Fishburne,2.83333,2.83333,2.83333,,
Laurence Harvey,2,0,1,,
Laurence Malkin,3.07812,2.625,2.85156,,
Laurence Olivier,3.74634,2.5,3.328124,,
Laurence Rees and Catherine Tatge,3.93333,3.93333,3.93333,,
Laurence Rees and Tilman Remme,3.55882,3.55882,3.55882,,
Laurence Topham,3,3,3,,
Laurent Bouzereau,5,0,2.834524,,
Laurent Bécue-Renard,4.5,4.5,4.5,,
Laurent Charbonnier,3.5,3.5,3.5,,
Laurent Heynemann,3.38017,0,1.690085,,
Laurent Malaquais,3.03704,3.03704,3.03704,,
Laurent Preyale,2.5,2.5,2.5,,
Laurent Salgues,3.66667,3.66667,3.66667,,
Laurent Teyssier,3,3,3,,
Laurent de Bartillat,3.15,3.15,3.15,,
Laurentiu Maronese,0,0,0,,
Lauri Randla,3.5,3.5,3.5,,
Lauriane Escaffre,2.875,2.875,2.875,,
Laurice Guillen,2.30769,2.30769,2.30769,,
Laurie Anderson,3.75,3.67105,3.710525,,
Laurie Mirsky,3.625,3.625,3.625,,
Lavinia Currier,3.33333,2.95098,3.142155,,
Law Kei,0.5,0.5,0.5,,
Lawrence Ah Mon,4.5,2.5,3.5,,
Lawrence Bassoff,3,2.37963,2.689815,,
Lawrence Blume,3.4,3.325,3.3625,,
Lawrence Carra,0,0,0,,
Lawrence D'Souza,2.5,2.5,2.5,,
Lawrence Elman and  Antonio Von Hildebrand,4,4,4,,
Lawrence Fowler,1,0,0.5,,
Lawrence Gordon Clark,2.75,0,1.375,,
Lawrence Gough,2.66667,2.66667,2.66667,,
Lawrence Jordan,3.97592,3.25,3.61296,,
Lawrence Kasanoff,0.925,0.925,0.925,,
Lawrence Kasdan,3.9153,2.70142,3.395626,,
Lawrence Kasdan,2.8,2.8,2.8,,
Lawrence Lanoff,1,1,1,,
Lawrence O'Neil,2.61905,0,1.309525,,
Lawrence Schiller,3.25,2,2.625,,
Lawrence Shapiro,3.57143,3.57143,3.57143,,
Lawrence Silverstein,2.80769,1.75,2.278845,,
Lawrence Trilling,2.34615,2.34615,2.34615,,
Lawrence Turman,2.75,2.75,2.75,,
Lawrie Brewster,2.53846,0,0.807692,,
Laxman Utekar,3.41667,3.41667,3.41667,,
Lazar Stojanović,3,3,3,,
Laís Bodanzky,3.85897,3.38889,3.624465,,
Laïla Marrakchi,3.16667,3,3.083335,,
LeAnn Erickson,5,5,5,,
LeRoy Prinz,4,0,1,,
LeVar Burton,2.90625,0,1.635416667,,
Leah Shore,3,3,3,,
Leah Warshawski,3.125,3.125,3.125,,
Leander Haußmann and  Sven Regener,2.33333,2.33333,2.33333,,
Leandra Leal,4,4,4,,
Leanne Allison,4,4,4,,
Lech Kowalski,3.75,3,3.339675,,
Lech Majewski,4,0,2.46770875,,
Lee An-kyu,2.5,2.5,2.5,,
Lee Biu-Cheung,3,3,3,,
Lee Byeong-Heon,3.5,3.5,3.5,,
Lee Byeong-heon,4,3.5814,3.7907,,
Lee Chang-hee,3.25,3.25,3.25,,
Lee Cheuk Ban,3,0,1.5,,
Lee Chi-Ngai,4.25,0,2.6458325,,
Lee Chung-hyun,3.30303,3.30303,3.30303,,
Lee Dae-hee,0,0,0,,
Lee Dannacher,0,0,0,,
Lee David Zlotoff,3.65645,3.65645,3.65645,,
Lee Davis,3.8,2.66667,3.233335,,
Lee Demarbre,2.34286,1.88889,2.1360625,,
Lee Do-Yoon,3.29412,3.29412,3.29412,,
Lee Dong-eun,1.5,0,0.75,,
Lee Doo-yong,0,0,0,,
Lee Eisenberg,3.44444,3.44444,3.44444,,
Lee Fanning,0,0,0,,
Lee Friedlander,5,0.5,2.584352857,,
Lee Fulkerson,3.59799,3.59799,3.59799,,
Lee Gae-byok,0,0,0,,
Lee Galea,3.375,3.375,3.375,,
Lee Grant,3.25,0,2.3541675,,
Lee Hae-jun,3.325,3.325,3.325,,
Lee Hae-young,3.3,3.3,3.3,,
Lee Hardcastle,3,2.5,2.75,,
Lee Hirsch,3.57317,3.39035,3.48176,,
Lee Ho-jae,3.7,0,1.85,,
Lee Hwan-kyung,2.25,2.25,2.25,,
Lee Isaac Chung,3.88095,3.03571,3.47222,,
Lee Jang-hee,0,0,0,,
Lee Jeong-Beom,3.37097,3.28846,3.329715,,
Lee Jeong-beom,3.1,3.1,3.1,,
Lee Jeong-ho,3.14286,3.14286,3.14286,,
Lee Jeong-hyang,3.5,3.5,3.5,,
Lee Ji-seung,0.5,0.5,0.5,,
Lee Joon-Ik,3.5,3.5,3.5,,
Lee Ju Hyoung,3.6,3.6,3.6,,
Lee Kang-Sheng,3.5,3.5,3.5,,
Lee Kresel and  Elio Petri,3.8484,3.8484,3.8484,,
Lee Kwang-hoon,3,3,3,,
Lee Kwong-Yiu,3.05,3.05,3.05,,
Lee Kyoo-Man,3.25,3.25,3.25,,
Lee Kyu-man,3,3,3,,
Lee Lik-Chi,4.375,2.5,3.482142,,
Lee Madden,5,0,1.708333333,,
Lee Man-hui,2.75,2.5,2.625,,
Lee McConnell,2.75,2.75,2.75,,
Lee Min-jae,3.16667,3.16667,3.16667,,
Lee Mun Wah,4.25,4.25,4.25,,
Lee Philips,3.25,0,1.375,,
Lee Sa-rang,2.5,2.5,2.5,,
Lee Sang-Il,3.5,2.8,3.316186,,
Lee Sang-gi,3.875,3.875,3.875,,
Lee Savage,3,3,3,,
Lee Seok-Hoon,3.44595,3.44595,3.44595,,
Lee Seok-geun,3.125,3.125,3.125,,
Lee Seung-jun,2.83333,2.83333,2.83333,,
Lee Seung-won,3.21875,0,1.609375,,
Lee Sholem,3,0,1.673013333,,
Lee Soo-yeon,3.4375,3.4375,3.4375,,
Lee Soo-youn,3.66667,3.66667,3.66667,,
Lee Su-jin,0,0,0,,
Lee Sung-gang,2,2,2,,
Lee Tamahori,3.98265,2.36723,3.191666667,,
Lee Toland Krieger,3.66163,3.4162,3.555293333,,
Lee Unkrich,4.05289,3.84933,3.95111,,
Leedham Bantock,1.88462,1.88462,1.88462,,
Leehom Wang,1.83333,1.83333,1.83333,,
Leena Pendharkar,3.5,0,1.75,,
Leena Yadav,3,3,3,,
Leif Jonker,3,3,3,,
Leif Lindblom,3.225,2,2.575,,
Lek Kitaparaporn,1,1,1,,
Lemohang Jeremiah Mosese,3.5,3.5,3.5,,
Len Lye,2.75,2.33333,2.554165,,
Len Talan,3.58333,3.58333,3.58333,,
Lena Hanno Clyne,3,3,3,,
Lena Khan,2.8,2.8,2.8,,
Lendita Zeqiraj,0,0,0,,
Lenka Hellstedt,3.5,2.44595,2.815316667,,
Lennart Ehrenborg,4.16667,4.16667,4.16667,,
