directedBy,Max_Rating,Min_Rating,Avg_Rating
Jeff Shuter,2.90323,2.90323,2.90323
Jeff Siergey,3.13043,3.13043,3.13043
Jeff Sinasac,0,0,0.0
Jeff Stephenson,4.3,3.5,3.9
Jeff Stilson,3.49138,3.49138,3.49138
Jeff Wadlow,3.31623,2.50949,2.8943216666666665
Jeff Werner,4.09091,0,2.2803033333333333
Jeff Wood,3.75,3.75,3.75
Jeff Zimbalist,3.54268,3,3.27134
"Jeff Zimbalist, Michael Zimbalist",3.94271,3.94271,3.94271
Jefferson Moneo,2.9,2.9,2.9
Jeffory Asselin,0,0,0.0
Jeffrey Blitz,3.95355,3.06188,3.4684075
Jeffrey Bloom,2.5488,0,1.1222425
Jeffrey Day,2,2,2.0
Jeffrey Delman,1.98824,0,0.99412
Jeffrey Donovan,3.34615,3.34615,3.34615
Jeffrey Gerritsen,1.91667,1.91667,1.91667
Jeffrey Goodman,3.5,3.5,3.5
Jeffrey Gould,2.5,2.5,2.5
Jeffrey Grellman,1.8,1.8,1.8
Jeffrey James Binney,2.75,2.75,2.75
Jeffrey Kaufman,0,0,0.0
Jeffrey Kramer,2.76316,2.76316,2.76316
"Jeffrey Lau, Corey Yuen",3.875,3.875,3.875
Jeffrey Levy-Hinte,3.14286,3.14286,3.14286
Jeffrey Nicholson,1.5,1.5,1.5
Jeffrey Porter,3.02555,3.02555,3.02555
Jeffrey Radice,3.4375,3.4375,3.4375
Jeffrey Reddick,0,0,0.0
Jeffrey Reiner,5,0,2.1587314285714285
Jeffrey Roda,0,0,0.0
Jeffrey S.S. Johnson,1,1,1.0
Jeffrey Schneider,0,0,0.0
Jeffrey Schwarz,5,0,3.033036
Jeffrey Travis,2.21429,2.21429,2.21429
"Jefri Aalmuhammed, Jack Baxter",3.32418,3.32418,3.32418
Jehane Noujaim,3.80631,2.6,3.3941166666666667
Jela Hasler,4,4,4.0
Jem Garrard,3.1,1.66667,2.311113333333333
"Jemaine Clement, Taika Waititi",4.01811,4.01811,4.01811
Jen Soska,2.65,2.16667,2.48889
Jen Sung,3.5,3.5,3.5
Jena Serbu,3,3,3.0
Jenica Bergere,0,0,0.0
Jenn Wexler,2.78571,2.78571,2.78571
Jenna Bass,5,5,5.0
Jenna Mattison,1.85714,1.85714,1.85714
Jenna Ricker,2.68182,2.68182,2.68182
Jennie Livingston,3.95435,3.95435,3.95435
"Jennifer Abbott, Mark Achbar",3.89573,3.89573,3.89573
Jennifer Baichwal,4,3.26667,3.594652
Jennifer Blanc,0,0,0.0
Jennifer Brea,3.61538,3.61538,3.61538
Jennifer Burns,4,4,4.0
Jennifer Clary,3,3,3.0
Jennifer Conrad,3.58333,3.58333,3.58333
Jennifer Coyle,2.7,2.7,2.7
Jennifer Devoldère,3.5,3,3.25
Jennifer Dworkin,3.5,3.5,3.5
"Jennifer Flackett, Mark Levin",3.05198,3.05198,3.05198
Jennifer Fox,3.68224,3.68224,3.68224
Jennifer Gargano,4,4,4.0
Jennifer Gelfer,0,0,0.0
Jennifer Gerber,2.7,2.7,2.7
Jennifer Gibson,3.83333,3.83333,3.83333
Jennifer Grausman,3.5,3.5,3.5
Jennifer Hook,0,0,0.0
Jennifer Leitzes,2.92708,2.92708,2.92708
Jennifer Liao,3.375,3.375,3.375
Jennifer Perrott,4,4,4.0
Jennifer Senko,3.125,3.125,3.125
Jennifer Siebel Newsom,3.83824,3.59783,3.718035
Jennifer Steinman,5,5,5.0
Jennifer Tiexiera,3.5,3.5,3.5
Jennifer Westfeldt,3.15309,3.15309,3.15309
Jennifer Yee,2.5,2.5,2.5
Jennifer Yuh Nelson,3.01902,3.01902,3.01902
Jenniphr Goodman,3.4743,3.4743,3.4743
Jenny Deller,3,3,3.0
Jenny Gage,3,2.81739,2.908695
Jenny McQuaile,0,0,0.0
Jenny Popplewell,3.35455,3.35455,3.35455
Jenny Stein,0,0,0.0
Jens Hoffmann,4.25,3.4375,3.84375
Jens Lien,3.875,3.39286,3.697176666666667
Jens Sjögren,4.25,4.25,4.25
Jens Östberg,2.8,2.8,2.8
Jenuse Mohamed,3.25,3.25,3.25
Jenée LaMarque,2.45455,2.45455,2.45455
Jeon Gye-soo,0,0,0.0
Jeon Soo-il,0,0,0.0
Jeong Byeong-Gil,3.5625,3.5625,3.5625
Jeong Chang-Hwa,0,0,0.0
Jeong Chang-hwa,3.75,0,1.25
Jeong Gi-hoon,4.2,4.2,4.2
Jeong Yong-ki,3,3,3.0
Jeong Yoon-Chul,3.5,3.5,3.5
Jeong Yoon-cheol,3.5,3.5,3.5
Jeong-beom Lee,3.85904,3.85904,3.85904
Jeong-ho Lee,2.84286,2.84286,2.84286
Jeong-hyang Lee,3.59346,3.59346,3.59346
Jeonghwan Kim,3.4,3.4,3.4
Jeppe Vig Find,0,0,0.0
Jeremi Mattern,1,1,1.0
Jeremiah Buckhalt,2.91667,2.91667,2.91667
Jeremiah Kipp,0,0,0.0
Jeremiah S. Chechik,3.61611,0,2.543105
Jeremiah Sayys,0,0,0.0
Jeremiah Zagar,3.54762,3.53125,3.539435
Jeremy Alter,2.5,2.5,2.5
Jeremy Berg,3.3,1,2.075
Jeremy Deller,3.5,3.5,3.5
Jeremy Dyson,3.15569,3.15569,3.15569
Jeremy Freeston,2.5,2.5,2.5
Jeremy Frindel,5,3.5,4.25
Jeremy Garelick,3.31854,2.75,3.0342700000000002
Jeremy Garner,5,5,5.0
Jeremy Grant,3.71429,3.71429,3.71429
Jeremy Guy,0,0,0.0
Jeremy Haft,2.57471,2.57471,2.57471
Jeremy Hoenack,0,0,0.0
Jeremy Kenyon Lockyer Corbell,4,3.27273,3.636365
Jeremy Konner,2.6125,2.6125,2.6125
Jeremy Lalonde,2.91071,0,1.55992
Jeremy Leven,3.43249,3.06,3.246245
Jeremy Lovering,3.56452,0,1.6246825
Jeremy Marre,4.5,2.5,3.8214285714285716
Jeremy Morris-Burke,2.5,2.5,2.5
Jeremy Norrie,0,0,0.0
Jeremy Peter Allen,3,3,3.0
Jeremy Profe,2,2,2.0
Jeremy Royce,2.5,2.5,2.5
Jeremy Rumas,0,0,0.0
Jeremy Rush,3.2193,3.2193,3.2193
Jeremy Sklar,0,0,0.0
Jeremy Summers,2.75,0,1.34375
Jeremy Sumrall,0.5,0,0.25
Jeremy Thomas,3.37879,3.37879,3.37879
Jeremy Wagener,0,0,0.0
Jeremy Workman,3.38889,3,3.194445
Jeroen Annokkee,4,4,4.0
Jeroen Berkvens,3.15,3,3.075
Jeroen Krabbé,3.34444,3.2,3.27222
Jerome Pikwane,2.5,2.5,2.5
Jerome Sable,2.64286,2.64286,2.64286
Jerrold Freedman,3.305,3.05556,3.2035199999999997
Jerrold Tarog,3.5,2,2.89375
Jerry A. Vasilatos,2.5,2.5,2.5
Jerry Aronson,3.41667,3.41667,3.41667
Jerry Belson,2.54651,2.54651,2.54651
Jerry Buteyn,1.75,1.75,1.75
Jerry Calà,5,0.5,3.5
Jerry Ciccoritti,4.5,0,1.4279811111111111
Jerry Dugan,2.5,2.5,2.5
Jerry G. Angelo,0,0,0.0
"Jerry Hopper, Paul Stanley",0,0,0.0
Jerry Jameson,3,0,1.7215322222222222
Jerry Kramer,4,3.07143,3.5357149999999997
Jerry Landi,0,0,0.0
Jerry Lewis,3.28571,2.25,2.8289966666666664
Jerry Mainardi,0,0,0.0
Jerry Rees,3.42042,2.92949,3.1749549999999997
Jerry Seinfeld,3.15,3.15,3.15
Jerry Thompson,0,0,0.0
Jerry Thorpe,3.5,0,2.1666666666666665
Jerry Warren,2.375,1.5,1.9027766666666668
Jerusha Hess,3.25966,3.25966,3.25966
Jerzy Antczak,3.5,2.25,2.875
Jerzy Bossak,3.5,3.5,3.5
Jerzy Domaradzki,3.13889,3.13889,3.13889
Jerzy Gruza,3,3,3.0
Jerzy Hoffmam,2.6,2.6,2.6
Jerzy Hoffman,5,3.25,4.040391666666667
Jerzy Kaszubowski,3.05814,3.05814,3.05814
Jerzy Kawalerowicz,3.77083,2.375,3.245896666666667
Jerzy Rose,3.5,3.5,3.5
Jerzy Skolimowski,3.625,1.625,3.006326470588235
Jerzy Stuhr,3.41176,3.41176,3.41176
Jerónimo Mihura,3,3,3.0
Jesper Ganslandt,3.28571,2.06818,2.797444
"Jesper Huor, Bosse Lindquist",3.375,3.375,3.375
Jesper Rofelt,4,4,4.0
Jesper W. Nielsen,3.90909,3.90909,3.90909
Jess Bianchi,3.6875,3.6875,3.6875
Jess Manafort,2.90385,2.90385,2.90385
Jess Robbins,2.25,2.25,2.25
Jesse Baget,2.875,2.5,2.6875
Jesse Bryan,0,0,0.0
Jesse Dylan,2.89468,2.65678,2.805896666666667
Jesse Feigelman,0,0,0.0
Jesse Gordon,3.83333,3.83333,3.83333
Jesse Haaja,2.85,2.85,2.85
Jesse Hibbs,4,0,1.9049457142857145
Jesse Holland,3.5,3.5,3.5
"Jesse Holland, Andy Mitton",2.51613,2.51613,2.51613
Jesse Lawrence,2.5,2.5,2.5
Jesse Moss,3.7973,2,3.2034925
Jesse Noah Klein,0,0,0.0
Jesse Peretz,3.41844,2.42683,2.850476
Jesse Peyronel,2.75,2.75,2.75
Jesse Vile,3.58333,2,2.791665
Jesse Vint,1.5,1.5,1.5
Jesse Warn,2.5,2.5,2.5
Jesse Warren,3.1,3.1,3.1
Jesse Zigelstein,0,0,0.0
Jessen Joseph,0,0,0.0
Jessica Bendinger,3.27768,3.27768,3.27768
Jessica Blake,0,0,0.0
Jessica Champneys,2.45,2.45,2.45
Jessica Edwards,3.35714,3.35714,3.35714
Jessica Habie,0,0,0.0
Jessica Hynes,0,0,0.0
Jessica Janos,0,0,0.0
Jessica Leski,4,4,4.0
Jessica M. Thompson,3.41667,3.41667,3.41667
Jessica Manafort,3.7,3.7,3.7
Jessica Nilsson,3.46429,3.46429,3.46429
Jessica Oreck,2.88889,0,1.444445
Jessica Sanders,3.75,3.75,3.75
Jessica Sonneborn,0,0,0.0
Jessica Swale,3.61111,3.53846,3.5747850000000003
Jessica Valentine,3.33333,3.33333,3.33333
Jessie McCormack,2.97619,2.97619,2.97619
Jessie Nelson,3.56438,2.98347,3.28299
Jesus Franco,2.9513,1.85714,2.4212775
Jesus Garces Lambert,2,2,2.0
Jesy McKinney,0,0,0.0
Jesús Canchola Sánchez,2.25,2.25,2.25
Jesús Orellana,2.83333,2.83333,2.83333
Jesús Pérez,3.5,3.5,3.5
Jesús Torres Torres,2,2,2.0
Jesús Yagüe,1,0,0.5
Jet Li,3,3,3.0
Jeta Amata,2.625,2.625,2.625
Jeymes Samuel,0,0,0.0
Jez Butterworth,3.08693,3.08693,3.08693
Jho Gwang-soo Kim,3.5,2.7,3.094443333333333
Jhonny Hendrix,3.25,3.25,3.25
Ji-kyoon Kwak,2,2,2.0
Ji-woo Jung,3.5,3.5,3.5
Ji-woon Kim,3.82836,3.08191,3.5419583333333335
"Ji-woon Kim, Pil-Sung Yim",3.23913,3.23913,3.23913
Jia Wei Kan,0.5,0.5,0.5
Jian Hong Kuo,2.25,2.25,2.25
Jian Liu,3.16,3.16,3.16
Jiang Xiao,4,3.61111,3.805555
Jianjun Sun,1,1,1.0
Jiayan Shi,3.75,3.75,3.75
Jibu Jacob,3.75,3.75,3.75
Jieho Lee,3.33815,3.33815,3.33815
Jihun Kim,3.42857,3.42857,3.42857
Jijo Antony,3.75,3.75,3.75
Jill Bauer,2.98765,2.98765,2.98765
Jill Carter,0,0,0.0
Jill D'Agnenica,3.75,3.75,3.75
Jill Friedberg,3.5,3.5,3.5
Jill Magid,1.83333,1.83333,1.83333
Jill Soloway,3.04268,3.04268,3.04268
Jillian Clare,0,0,0.0
Jim Abrahams,3.28351,2.5,2.8388016666666664
Jim Agnew,2.5,2.5,2.5
Jim Akin,3.5,3.5,3.5
Jim Amatruilli,1.5,1.5,1.5
Jim Amatulli,1.5,1.5,1.5
Jim Brown,3.73077,3.5,3.6324799999999997
Jim Burroughs,0,0,0.0
Jim Carroll,2.25,2.25,2.25
Jim Charleston,2,2,2.0
Jim Cliffe,2.89189,2.89189,2.89189
Jim Drake,2.16423,0,1.37811
"Jim Dudelson, Ana Clavell",1.71875,1.71875,1.71875
Jim Fall,3.58459,0,2.4344475
Jim Fields,1.5,1.5,1.5
"Jim Fields, Michael Gramaglia",3.61392,3.61392,3.61392
Jim Finn,3,2.25,2.625
Jim Hanon,3.66667,3.45221,3.55944
Jim Hansen,3.2,3.2,3.2
"Jim Henson, Frank Oz",3.56735,3.56735,3.56735
Jim Hershleder,3,3,3.0
Jim Hickcox,1.6,1.6,1.6
Jim Hickey,2.5625,2.5625,2.5625
Jim Hosking,2.97143,2.90667,2.93905
Jim Johnston,2.83333,2.83333,2.83333
Jim Kammerud,2.94149,2.94149,2.94149
Jim Kaufman,2.625,0,1.15625
Jim Klein,5,4.5,4.75
Jim Klock,2,0,1.0
Jim Kohlberg,3.61818,3.61818,3.61818
Jim Kouf,3.1,2.90637,3.0187224999999995
Jim Lion,3,3,3.0
Jim Makichuk,2.75,2.75,2.75
Jim Mallon,3.65658,2.41667,3.036625
"Jim Malone, Kunihiko Yuyama",1.44782,1.44782,1.44782
Jim Markovic,1.55556,1.55556,1.55556
Jim McBride,3.75,2,2.9594938461538467
Jim Mickle,3.34078,2.59524,3.125236
Jim Monaco,3.05556,3.05556,3.05556
Jim Munroe,2.5,2.5,2.5
Jim O'Hanlon,3.89394,0,2.3118700000000003
Jim Sharman,3.34879,2.63869,2.99374
Jim Sotos,2.9,0,1.775
Jim Torres,1.91667,1.91667,1.91667
Jim Valdez,5,3.75,4.375
Jim Van Bebber,2.82857,2.65385,2.7412099999999997
Jim West,0,0,0.0
"Jim Wheat, Ken Wheat",2.79,2.5,2.645
Jim Wilson,3.625,2,2.8274675
Jimena Monteoliva,3.66667,3.66667,3.66667
Jimmy Chin,4.01768,4.01768,4.01768
Jimmy Hayward,2.63778,2.33239,2.4850849999999998
"Jimmy Hayward, Steve Martino",3.26127,3.26127,3.26127
Jimmy Lifton,3,3,3.0
Jimmy ScreamerClauz,5,3.33333,4.166665
Jimmy Shaw,4.25,4.25,4.25
Jimmy T. Murakami,3.69118,2.30769,2.8330375000000005
Jimmy Tyson,0.5,0.5,0.5
Jimmy Zeilinger,2.25,2.25,2.25
Jin Jang,4.5,3.43243,3.714225
Jin-ho Hur,3.79167,3.5,3.62621
Jing Shang,1,1,1.0
Jing Wong,3.7,2.75,3.2224399999999997
"Jingle Ma, Wei Dong",3.34328,3.34328,3.34328
Jira Maligool,0,0,0.0
Jiri Sádek,2,2,2.0
Jirí Barta,2.78571,2.78571,2.78571
Jirí Menzel,3.83203,3.23333,3.5264075
Jirô Kanai,3,3,3.0
Jirô Nagae,2.16667,2.16667,2.16667
Jirô Shôno,3,0.5,1.75
Jis Joy,4,2.5,3.25
Jiří Barta,3.42105,3.16667,3.29386
Jiří Menzel,4.16667,0,3.187925714285714
Jiří Strach,4,3.125,3.504465
Jiří Trnka,3.66667,2.83333,3.2125
Jiří Věrčák,4,4,4.0
Jiří Weiss,3.25,3.25,3.25
Jo Baier,4.5,3,3.75
Jo Eun-sung,0,0,0.0
Jo Geun-Sik,2.5,2.5,2.5
Jo Graham,0,0,0.0
Jo Jin-kyu,3.5,3.5,3.5
Jo Kastner,3.66667,3.66667,3.66667
Jo Kyu-Jang,3.625,3.625,3.625
Jo Morris,0,0,0.0
Jo Seul-ye,4,4,4.0
Jo Sung-hee,3.4,3.25714,3.32857
Jo Yong-Sun,2.75,2.75,2.75
JoJo Henrickson,0,0,0.0
Joachim Back,3.96875,3.5,3.734375
Joachim Fest,3.66667,3.66667,3.66667
Joachim Lafosse,3.46154,3,3.2199280000000003
"Joachim Roenning, Espen Sandberg",2.81956,2.81956,2.81956
Joachim Rønning,3.19956,3.14037,3.169965
Joan Carr-Wiggin,5,0,2.2916675
Joan Chen,3.59341,2.43188,3.012645
Joan Espinach,2.5,2.5,2.5
Joan Freeman,3.33333,2.45865,2.8959900000000003
Joan Kron,0,0,0.0
Joan Littlewood,2.6,2.6,2.6
Joan Micklin Silver,4,0,2.5414561538461538
Joan Tewkesbury,2.33333,0,1.166665
Joana Mazzuchelli,3.125,3.125,3.125
Joanna Hanley,4.1,4.1,4.1
Joanna Hogg,3.26667,0,2.545766
Joanna Kerns,3,0,1.5
Joanna Kos-Krauze,3,3,3.0
Joanna Romersa,2.64516,2.64516,2.64516
Joanne Hock,5,0,1.6666666666666667
Joao G. Amorim,3.41667,3.41667,3.41667
Joaquim Dos Santos,3.73333,3.41892,3.6054699999999995
Joaquim Leitão,2.625,2,2.3125
Joaquim Pedro De Andrade,3.625,3.625,3.625
Joaquin Baldwin,3.22222,3.22222,3.22222
Joaquin Montalvan,0,0,0.0
Joaquin Oristrell,3.36538,3.36538,3.36538
Joaquin Perea,3.5,3.5,3.5
Joaquin Rodriguez,1.85,1.85,1.85
Joaquín Cociña,3.65385,3.65385,3.65385
Joaquín Gutiérrez Acha,3.5,3.5,3.5
Joaquín Luis Romero Marchent,3.10714,3.10714,3.10714
Joaquín Oristrell,3.58333,3.58333,3.58333
Joaquín del Paso,2.33333,2.33333,2.33333
Jobst Knigge,0,0,0.0
Jocelyn DeBoer,3.5,3.32727,3.413635
Jocelyn Moorhouse,3.67051,3.01036,3.3906725
Jodi Binstock,2.5,2.5,2.5
Jodie Foster,3.46523,3.18252,3.2982125
Jody Dwyer,2.31132,2.31132,2.31132
Jody Hill,3.19663,2.78,2.9236066666666662
Jody Lee Lipes,3.22727,3.22727,3.22727
Jody Wheeler,2.875,2.875,2.875
Joe Alves,1.90268,1.90268,1.90268
Joe Angio,3.25,3.25,3.25
Joe Ballarini,0,0,0.0
Joe Bauer,0,0,0.0
Joe Begos,2.88462,1.94444,2.51173
Joe Bland,1.25,1.25,1.25
Joe Carlini,0,0,0.0
Joe Carnahan,3.49748,2.35,3.1250149999999994
Joe Castro,1.5,0.5,1.0
Joe Charbanic,2.51194,2.51194,2.51194
Joe Cheung,4.5,0,2.733333333333333
Joe Cheung Tung-Cho,3.5,3.5,3.5
Joe Cornish,3.40754,0,2.0774433333333335
"Joe Cross, Kurt Engfehr",3.52049,3.52049,3.52049
Joe Crump,5,5,5.0
Joe D'Amato,4,0,1.1861368448275862
"Joe Dante, Allan Arkush",2.88889,2.88889,2.88889
"Joe Dante, John Landis, George Miller, Steven Spielberg",3.25969,3.25969,3.25969
Joe DeMaio,3.83333,0,2.582175
Joe Dietsch,2.7931,2.7931,2.7931
Joe Duca,0,0,0.0
Joe Eckardt,3.83333,3.83333,3.83333
Joe Finley,2.6,2.6,2.6
Joe Gannon,4,4,4.0
Joe Gayton,3.5,2.33333,2.9444433333333335
Joe Giannone,2.21591,2.21591,2.21591
Joe Hall,0,0,0.0
Joe Knee,0.75,0,0.375
Joe Leonard,1.5,1.5,1.5
Joe Lujan,0.5,0.5,0.5
Joe Lynch,3.27273,2.46939,2.778552
"Joe Lynch, Adam Rifkin, Tim Sullivan, Adam Green",2.79688,2.79688,2.79688
Joe Ma,4,0,2.1
Joe Ma Wai-Ho,3.25,2.5,2.875
Joe Manganiello,2.75,2.75,2.75
Joe Mantello,3.52041,3.23333,3.3768700000000003
Joe Massot,3.55556,3.55556,3.55556
Joe May,3.28571,0,1.5095325
Joe McClean,3,3,3.0
Joe McGrath,2.5,2.5,2.5
Joe Menendez,3.38095,0,2.4948971428571434
Joe Napolitano,0,0,0.0
Joe Nimziki,2.5,2.5,2.5
Joe Nussbaum,3.44737,2.56366,3.059416666666667
Joe Otting,4,2.875,3.4375
Joe Pearlman,3.72222,3.72222,3.72222
Joe Pearson,0,0,0.0
Joe Raffa,0,0,0.0
Joe Reese,3.75,3.75,3.75
Joe Robert Cole,2.875,2.25,2.5625
Joe Roth,3.3,2.26747,2.66261
Joe Sill,3,2.7,2.85
Joe Simko,3.5,3.5,3.5
Joe Stauffer,2.25,2.25,2.25
Joe Talbot,3.72917,3.72917,3.72917
Joe Tornatore,4.5,0,2.3000000000000003
Joe Viola,5,3.75,4.375
Joe Watkins,0,0,0.0
Joe Whiteaker,1,1,1.0
Joe Wiezycki,0,0,0.0
Joe Zerull,2,2,2.0
Joel Allen Schroeder,3.3625,3.3625,3.3625
Joel Anderson,3.31377,3.31377,3.31377
Joel Calero,3.66667,3.66667,3.66667
Joel Coen,3.99812,3.26283,3.780915
Joel Crawford,2.95833,2.75926,2.8587949999999998
Joel David Moore,2.92857,2.92857,2.92857
Joel DeMott,3.25,3,3.125
Joel Gallen,3.9,0,2.8294079166666664
Joel Heath,5,5,5.0
Joel Hopkins,3.48571,2.79114,3.0838
Joel Kapity,4,4,4.0
Joel Karekezi,3,3,3.0
Joel M. Reed,2.27174,0,1.3804349999999999
Joel Miller,0,0,0.0
Joel Novoa,2.85714,2.85714,2.85714
Joel Petrie,3.5,3.5,3.5
Joel Potrykus,3.40741,2.61111,2.949075
Joel Schumacher,3.69132,0,2.9537179166666667
Joel Steege,3,3,3.0
Joel Trussell,0,0,0.0
Joel Viertel,3.14286,2.5,2.8214300000000003
Joerg Steineck,2.25,2.25,2.25
Joey Curtis,1.61111,1.61111,1.61111
Joey Gosiengfiao,3.5,3.5,3.5
Joey Johnson,2.5,2.5,2.5
Joey Kern,2.55,2.55,2.55
Joey Klein,2.75,2.125,2.4375
Joey Kuhn,3.30769,3.30769,3.30769
Joey Lauren Adams,3.38636,3.38636,3.38636
Joey Soloway,0,0,0.0
Joey Stewart,2.84667,2.84667,2.84667
Joey Travolta,1.5,0,0.375
Joh Chung-Sing,3.7,3.7,3.7
Johan Bergenstråhle,3,3,3.0
Johan Bodell,2.5,2.5,2.5
Johan Earl,3.16667,3.16667,3.16667
Johan Grimonprez,4.21429,2.44444,3.4529100000000006
Johan Klingler,2.55882,2.55882,2.55882
Johan Löfstedt,3.5,3,3.3333333333333335
Johan Söderberg,3.5,3.5,3.5
Johan van der Keuken,5,3.5,4.09375
Johanna Demetrakas,3.4,3,3.1888900000000002
Johanna Hald,3.27778,2.85714,3.0674599999999996
Johanna Lee,2.625,2.625,2.625
Johanna McKeon,3.75,3.75,3.75
Johanna Vuoksenmaa,3.27215,2.5,2.898085
Johannes Naber,3.83333,2.33333,3.08333
Johannes Schaaf,3.25,3.16667,3.208335
Johannes Wahlström,3.9,3.9,3.9
John 'Bud' Cardos,3,1.75,2.295
John A. Davis,2.83387,2.7405,2.787185
John A. Russo,2.5,0,0.9166675
John B. Crye,0,0,0.0
John Bacchus,1.5,0,0.75
John Badham,3.66985,2.73695,3.14423
John Barr,2.55556,2.55556,2.55556
John Baumgartner,1.80263,1.80263,1.80263
John Baxter,3.25,2.25,2.75
John Bergin,1.125,1.125,1.125
John Berry,4,0,1.55338
John Blanchard,3.5,2.3,2.9
John Blizek,3.26,3.26,3.26
John Block,5,5,5.0
John Bonito,3.11538,2.40852,2.76195
John Boorman,3.89557,1.92875,3.2723635294117646
John Borowski,3.4,2.5,2.9900725
John Boskovich,2.5,2.5,2.5
"John Boulting, Roy Boulting",3.46429,3.46429,3.46429
John Bradshaw,4.25,0,2.3186270588235294
"John Brahm, Bretaigne Windust",0,0,0.0
John Brian King,0,0,0.0
John Burr,0.75,0.75,0.75
John Byrum,3.5,0,2.337588
John C. Broderick,1.96875,0,0.984375
John C. Champion,0,0,0.0
John Cafiero,3.33333,3.33333,3.33333
John Caird,0,0,0.0
John Carchietta,3.05769,3.05769,3.05769
John Carney,3.9316,3.57353,3.78402
"John Carpenter, Tobe Hooper, Larry Sulkis",3.12371,3.12371,3.12371
"John Carr, Phillip Marshak, Tom McGowan, Jay Schlossberg-Cohen, Gregg C. Tallas",2.29545,2.29545,2.29545
John Cassavetes,4.00331,2.9881,3.639933333333334
John Chester,3.83766,3.83766,3.83766
John Chi,0,0,0.0
John Clive,0,0,0.0
John Coats,0.833333,0.833333,0.833333
John Coney,3.1,3.1,3.1
John Cornell,2.71094,2.60482,2.65788
John Cosgrove,3.05263,3.05263,3.05263
John Cromwell,4.25,0,2.71082375
"John Cromwell, Edward F. Cline, Tay Garnett, David O. Selznick",3.66667,3.66667,3.66667
John D. Boswell,5,5,5.0
John D. Lamond,2.83333,1.7,2.3305533333333335
John David Coles,2.125,0,0.6041666666666666
John DeBellis,1.5,1.5,1.5
John Deery,0,0,0.0
John Dexter,2,2,2.0
John Dingwall,0,0,0.0
John Dirlam,0,0,0.0
John Donne,2.5,2.5,2.5
"John Dorr, Mike Kaplan",4,4,4.0
John Dove,5,5,5.0
John Downer,4.5,3.66667,4.222223333333333
John E. Bryant,2.5,2.5,2.5
John Elias Michalakis,1,1,1.0
John English,5,0,1.7847216666666668
"John English, William Witney",2.92857,0,1.464285
John Erick Dowdle,3.45388,2.97749,3.177842
John Eyres,3.25,0,1.8690485714285714
John F. Sullivan,2.95455,2.95455,2.95455
John Farris,0,0,0.0
John Fasano,3,2.40476,2.65873
John Fawcett,4,2.94048,3.377255
John Fitzpatrick,2.5,2.5,2.5
John Ford,4.25,2.25,3.366886229508196
"John Ford, Emilio Fernández",3.5,3.5,3.5
"John Ford, Gregg Toland",3.33333,3.33333,3.33333
"John Ford, Henry Hathaway, George Marshall",3.38869,3.38869,3.38869
"John Ford, Leslie Goodwins",3,3,3.0
"John Ford, Robert Montgomery",3.32143,3.32143,3.32143
"John Ford, Stuart Heisler",3.28378,3.28378,3.28378
John Forte,2.97872,2.97872,2.97872
John Fortenberry,3.16667,1.61111,2.54757
John Foster,3.16667,0.5,1.833335
John Francis Daley,3.58436,3.58436,3.58436
"John Francis Daley, Jonathan M. Goldstein",3.24639,3.24639,3.24639
John Frankenheimer,4.5,0,3.1766010526315793
John Fraser,0,0,0.0
John Fuhrman,1.5,1.5,1.5
John G. Adolfi,3.25,0,1.75
John G. Hofmann,0,0,0.0
John G. Thomas,0,0,0.0
John Gielgud,3.59192,3.59192,3.59192
John Glenister,3.33333,3.33333,3.33333
John Golden,3,3,3.0
John Goldschmidt,3.25,3.25,3.25
John Gordillo,3.75,3.72222,3.73611
John Goshorn,4,4,4.0
John Gray,3.54545,0,2.116582727272727
John Greyson,3.64286,3.33333,3.436506666666667
"John Greyson, Jack Lewis",2.5,2.5,2.5
John Grierson,3,3,3.0
John Griesser,0,0,0.0
John Griffith Wray,0,0,0.0
John H. Collins,2.5,2.5,2.5
John H. Lee,3.85816,1.875,3.0831875
John Hamburg,3.58196,2.951,3.2848925
John Hanson,3.375,3.375,3.375
John Hardwick,2.5,2.5,2.5
John Harlow,3.5,3,3.25
John Harrison,3.55119,1,2.4784075
John Harwood,0,0,0.0
John Hayes Fisher,3.5,3.5,3.5
John Henderson,4.25,0,2.7507400000000004
John Henry Davis,2.71429,2.71429,2.71429
John Herzfeld,3.58333,0,2.192055
John Hindman,3.23529,3.23529,3.23529
John Hoffman,3,0,1.5
John Honey,3.5,3.5,3.5
"John Hough, Vincent McEveety",3.2,3.2,3.2
John Howard,0,0,0.0
John Howley,2.63953,2.63953,2.63953
John Hsu,4,4,4.0
John Huddles,3.21505,0,1.9883499999999998
John Huston,4.12381,1.75,3.372755
John Hyams,3.25862,0,1.68337625
"John Ireland, Edward Sampson",2.69231,2.69231,2.69231
John Irvin,3.56011,0,2.9563314999999997
John Irving,2.61005,2.61005,2.61005
John Jarratt,2,2,2.0
John Jeffcoat,3.49853,3.49853,3.49853
John Junkerman,3.63636,2.90909,3.272725
John K.D. Graham,1.7,0,0.85
John Kahrs,4.11542,3.42308,3.7692500000000004
John Ketcham,2.83333,2.83333,2.83333
John Kincade,0,0,0.0
John Klein,2,2,2.0
John Korty,3.75,0,2.393995
John Krasinski,3.70222,1.83333,2.8939025000000003
John Krish,3.5,0,1.8333333333333333
John Krokidas,3.51133,3.51133,3.51133
John L'Ecuyer,3.3,0,1.5931616666666664
